Channel index,Channel reference energy (keV),Channel synthetic energy (keV),Simulated intensity,Detected intensity,E_Net peak 0,P_B (continuum),P_B_pm_avg (continuum)
627,12.2461,12.2461,0,13.8012,0,0.967564,0.613281
628,12.2656,12.2656,0,13.7357,0,0.967777,0.614258
629,12.2852,12.2852,1,13.67,0,0.967988,0.615234
630,12.3047,12.3047,0,13.6044,0,0.968198,0.616211
631,12.3242,12.3242,0,13.5386,0,0.968407,0.617188
632,12.3438,12.3438,0,13.4727,0,0.968615,0.618164
633,12.3633,12.3633,0,13.4067,0,0.968822,0.619141
634,12.3828,12.3828,2,13.3407,0,0.969028,0.620117
635,12.4023,12.4023,0,13.2746,0,0.969233,0.621094
636,12.4219,12.4219,3,13.2084,0,0.969437,0.62207
637,12.4414,12.4414,1,13.1422,0,0.96964,0.623047
638,12.4609,12.4609,0,13.076,0,0.969842,0.624023
639,12.4805,12.4805,0,13.0098,0,0.970043,0.625
640,12.5,12.5,0,12.9438,0,0.970243,0.625977
641,12.5195,12.5195,0,12.8779,0,0.970442,0.626953
642,12.5391,12.5391,0,12.8122,0,0.97064,0.62793
643,12.5586,12.5586,0,12.747,0,0.970836,0.628906
644,12.5781,12.5781,1,12.6822,0,0.971032,0.629883
645,12.5977,12.5977,0,12.6181,0,0.971227,0.630859
646,12.6172,12.6172,0,12.5547,0,0.971421,0.631836
647,12.6367,12.6367,1,12.4922,0,0.971614,0.632813
648,12.6563,12.6563,1,12.4306,0,0.971805,0.633789
649,12.6758,12.6758,1,12.3699,0,0.971996,0.634766
650,12.6953,12.6953,0,12.3101,0,0.972186,0.635742
651,12.7148,12.7148,1,12.251,0,0.972376,0.636719
652,12.7344,12.7344,0,12.1925,0,0.972564,0.637695
653,12.7539,12.7539,1,12.1345,0,0.972751,0.638672
654,12.7734,12.7734,0,12.077,0,0.972938,0.639648
655,12.793,12.793,0,12.028,0,0.973124,0.640625
656,12.8125,12.8125,0,11.971,0,0.973308,0.641602
657,12.832,12.832,0,11.914,0,0.973492,0.642578
658,12.8516,12.8516,1,11.8573,0,0.973675,0.643555
659,12.8711,12.8711,0,11.8006,0,0.973858,0.644531
660,12.8906,12.8906,0,11.7442,0,0.974039,0.645508
661,12.9102,12.9102,0,11.6879,0,0.974219,0.646484
662,12.9297,12.9297,0,11.6318,0,0.974399,0.647461
663,12.9492,12.9492,0,11.576,0,0.974577,0.648438
664,12.9688,12.9688,1,11.5204,0,0.974755,0.649414
665,12.9883,12.9883,0,11.4651,0,0.974932,0.650391
666,13.0078,13.0078,1,11.41,0,0.975108,0.651367
667,13.0273,13.0273,0,11.3551,0,0.975284,0.652344
668,13.0469,13.0469,0,11.3004,0,0.975458,0.65332
669,13.0664,13.0664,0,11.2459,0,0.975632,0.654297
670,13.0859,13.0859,0,11.1914,0,0.975805,0.655273
671,13.1055,13.1055,0,11.137,0,0.975977,0.65625
672,13.125,13.125,0,11.0827,0,0.976148,0.657227
673,13.1445,13.1445,0,11.0283,0,0.976318,0.658203
674,13.1641,13.1641,1,10.9739,0,0.976488,0.65918
675,13.1836,13.1836,1,10.9195,0,0.976656,0.660156
676,13.2031,13.2031,0,10.865,0,0.976824,0.661133
677,13.2227,13.2227,0,10.8104,0,0.976991,0.662109
678,13.2422,13.2422,0,10.7557,0,0.977157,0.663086
679,13.2617,13.2617,1,10.7008,0,0.977322,0.664063
680,13.2813,13.2813,0,10.6458,0,0.977487,0.665039
681,13.3008,13.3008,0,10.5991,0,0.97765,0.666016
682,13.3203,13.3203,0,10.5438,0,0.977813,0.666992
683,13.3398,13.3398,0,10.4885,0,0.977975,0.667969
684,13.3594,13.3594,0,10.433,0,0.978136,0.668945
685,13.3789,13.3789,0,10.3775,0,0.978296,0.669922
686,13.3984,13.3984,0,10.322,0,0.978455,0.670898
687,13.418,13.418,0,10.2665,0,0.978614,0.671875
688,13.4375,13.4375,0,10.2111,0,0.978771,0.672852
689,13.457,13.457,0,10.1557,0,0.978928,0.673828
690,13.4766,13.4766,0,10.1007,0,0.979084,0.674805
691,13.4961,13.4961,0,10.0459,0,0.979239,0.675781
692,13.5156,13.5156,0,9.99147,0,0.979393,0.676758
693,13.5352,13.5352,0,9.93759,0,0.979547,0.677734
694,13.5547,13.5547,0,9.88429,0,0.979699,0.678711
695,13.5742,13.5742,0,9.83166,0,0.979851,0.679688
696,13.5938,13.5938,1,9.77972,0,0.980001,0.680664
697,13.6133,13.6133,0,9.72848,0,0.980151,0.681641
698,13.6328,13.6328,0,9.6779,0,0.980301,0.682617
699,13.6523,13.6523,0,9.62791,0,0.980449,0.683594
700,13.6719,13.6719,2,9.57843,0,0.980597,0.68457
701,13.6914,13.6914,0,9.52935,0,0.980744,0.685547
702,13.7109,13.7109,0,9.4806,0,0.98089,0.686523
703,13.7305,13.7305,0,9.43209,0,0.981036,0.6875
704,13.75,13.75,0,9.38379,0,0.981181,0.688477
705,13.7695,13.7695,2,9.33565,0,0.981325,0.689453
706,13.7891,13.7891,0,9.28768,0,0.981468,0.69043
707,13.8086,13.8086,2,9.2399,0,0.981611,0.691406
708,13.8281,13.8281,0,9.19232,0,0.981753,0.692383
709,13.8477,13.8477,0,9.145,0,0.981894,0.693359
710,13.8672,13.8672,0,9.09797,0,0.982034,0.694336
711,13.8867,13.8867,0,9.05125,0,0.982174,0.695313
712,13.9063,13.9063,0,9.00486,0,0.982313,0.696289
713,13.9258,13.9258,0,8.9588,0,0.982451,0.697266
714,13.9453,13.9453,0,8.91306,0,0.982589,0.698242
715,13.9648,13.9648,0,8.8676,0,0.982725,0.699219
716,13.9844,13.9844,1,8.82237,0,0.982862,0.700195
717,14.0039,14.0039,0,8.77732,0,0.982997,0.701172
718,14.0234,14.0234,0,8.7324,0,0.983132,0.702148
719,14.043,14.043,0,8.68757,0,0.983266,0.703125
720,14.0625,14.0625,0,8.64276,0,0.983399,0.704102
721,14.082,14.082,2,8.59793,0,0.983532,0.705078
722,14.1016,14.1016,0,8.55302,0,0.983664,0.706055
723,14.1211,14.1211,0,8.50801,0,0.983796,0.707031
724,14.1406,14.1406,0,8.46282,0,0.983926,0.708008
725,14.1602,14.1602,0,8.41743,0,0.984056,0.708984
726,14.1797,14.1797,0,8.37178,0,0.984186,0.709961
727,14.1992,14.1992,1,8.32586,0,0.984314,0.710938
728,14.2188,14.2188,0,8.27964,0,0.984442,0.711914
729,14.2383,14.2383,0,8.23313,0,0.984569,0.712891
730,14.2578,14.2578,0,8.18634,0,0.984696,0.713867
731,14.2773,14.2773,1,8.1393,0,0.984821,0.714844
732,14.2969,14.2969,0,8.09207,0,0.984946,0.71582
733,14.3164,14.3164,0,8.0447,0,0.985071,0.716797
734,14.3359,14.3359,0,7.99724,0,0.985194,0.717773
735,14.3555,14.3555,0,7.94977,0,0.985317,0.71875
736,14.375,14.375,0,7.90237,0,0.985439,0.719727
737,14.3945,14.3945,0,7.85513,0,0.98556,0.720703
738,14.4141,14.4141,0,7.80816,0,0.985681,0.72168
739,14.4336,14.4336,0,7.76158,0,0.985801,0.722656
740,14.4531,14.4531,0,7.71551,0,0.98592,0.723633
741,14.4727,14.4727,1,7.67008,0,0.986038,0.724609
742,14.4922,14.4922,0,7.62538,0,0.986156,0.725586
743,14.5117,14.5117,0,7.58151,0,0.986272,0.726563
744,14.5313,14.5313,0,7.5385,0,0.986389,0.727539
745,14.5508,14.5508,0,7.49636,0,0.986504,0.728516
746,14.5703,14.5703,0,7.45504,0,0.986619,0.729492
747,14.5898,14.5898,0,7.41445,0,0.986734,0.730469
748,14.6094,14.6094,2,7.37449,0,0.986848,0.731445
749,14.6289,14.6289,1,7.33503,0,0.986961,0.732422
750,14.6484,14.6484,1,7.29594,0,0.987073,0.733398
751,14.668,14.668,0,7.2571,0,0.987185,0.734375
752,14.6875,14.6875,0,7.2184,0,0.987297,0.735352
753,14.707,14.707,0,7.17973,0,0.987408,0.736328
754,14.7266,14.7266,0,7.141,0,0.987518,0.737305
755,14.7461,14.7461,0,7.10214,0,0.987628,0.738281
756,14.7656,14.7656,1,7.06305,0,0.987737,0.739258
757,14.7852,14.7852,0,7.02369,0,0.987846,0.740234
758,14.8047,14.8047,0,6.98398,0,0.987954,0.741211
759,14.8242,14.8242,0,6.94389,0,0.988061,0.742188
760,14.8438,14.8438,1,6.90339,0,0.988168,0.743164
761,14.8633,14.8633,0,6.86249,0,0.988274,0.744141
762,14.8828,14.8828,0,6.82121,0,0.988379,0.745117
763,14.9023,14.9023,0,6.77959,0,0.988484,0.746094
764,14.9219,14.9219,1,6.73767,0,0.988588,0.74707
765,14.9414,14.9414,1,6.69551,0,0.988691,0.748047
766,14.9609,14.9609,0,6.65317,0,0.988794,0.749023
