X (nm), Y (nm), Z (nm), Corrected X (nm), Corrected Y (nm), Corrected Z (nm), E (keV), DeltaE (keV), Theta (rad), Corrected Theta (rad), Phi (rad), Corrected Phi (rad)
-2.68966, 4.46552, 0, -2.68966, 4.46552, 0, 0.307368, 0.692632, 2.4264, 2.4264, 1.63265, 1.63265
-0.123429, -0.23364, 0, -0.123429, -0.23364, 0, 0.917793, 0.0822068, 2.68633, 2.68633, 3.38759, 3.38759
-0.637772, 6.35087, 0, -0.637772, 6.35087, 0, 0.559125, 0.440875, 2.4613, 2.4613, 2.20233, 2.20233
8.10814, -4.63678, 0, 8.10814, -4.63678, 0, 0.0445275, 0.955472, 2.53255, 2.53255, 4.08736, 4.08736
0.999526, -1.37711, 0, 0.999526, -1.37711, 0, 0.707583, 0.292417, 2.62271, 2.62271, 5.50831, 5.50831
2.36747, 3.25138, 0, 2.36747, 3.25138, 0, 0.757457, 0.242543, 1.89218, 1.89218, 0.777787, 0.777787
1.9212, -4.88912, 0, 1.9212, -4.88912, 0, 0.572865, 0.427135, 3.03666, 3.03666, 3.37199, 3.37199
0.411245, -1.28929, 0, 0.411245, -1.28929, 0, 0.878701, 0.121299, 2.42725, 2.42725, 4.75235, 4.75235
0.237165, -0.289082, 0, 0.237165, -0.289082, 0, 0.812324, 0.187676, 2.90699, 2.90699, 3.96983, 3.96983
-3.0176, -3.65803, 0, -3.0176, -3.65803, 0, 0.743123, 0.256877, 1.74173, 1.74173, 3.9093, 3.9093
-0.900313, -1.51841, 0, -0.900313, -1.51841, 0, 0.722319, 0.277681, 2.49992, 2.49992, 2.97896, 2.97896
0.723575, -2.13027, 0, 0.723575, -2.13027, 0, 0.756023, 0.243977, 2.38539, 2.38539, 5.00806, 5.00806
1.85408, 3.47229, 0, 1.85408, 3.47229, 0, 0.704705, 0.295295, 2.43032, 2.43032, 1.84785, 1.84785
-0.212579, -2.15893, 0, -0.212579, -2.15893, 0, 0.799633, 0.200367, 2.02156, 2.02156, 4.4149, 4.4149
1.43298, -4.37388, 0, 1.43298, -4.37388, 0, 0.693337, 0.306663, 1.91086, 1.91086, 5.3278, 5.3278
-0.756521, 2.8998, 0, -0.756521, 2.8998, 0, 0.739955, 0.260045, 2.25003, 2.25003, 1.63406, 1.63406
0.247883, 0.71994, 0, 0.247883, 0.71994, 0, 0.382712, 0.617288, 2.6025, 2.6025, 5.27712, 5.27712
0.343758, 1.85385, 0, 0.343758, 1.85385, 0, 0.755483, 0.244517, 2.75168, 2.75168, 4.71025, 4.71025
-0.304866, 2.90728, 2.22045e-017, -0.304866, 2.90728, 2.22045e-017, 0.84196, 0.15804, 1.95545, 1.95545, 1.60794, 1.60794
-5.31551, 2.28981, 0, -5.31551, 2.28981, 0, 0.515849, 0.484151, 2.57153, 2.57153, 4.75154, 4.75154
-0.284136, 1.68613, 0, -0.284136, 1.68613, 0, 0.872588, 0.127412, 2.03202, 2.03202, 1.55429, 1.55429
-0.722755, -0.512984, 0, -0.722755, -0.512984, 0, 0.936928, 0.0630718, 2.09317, 2.09317, 3.63575, 3.63575
-0.107411, 0.00167321, 0, -0.107411, 0.00167321, 0, 0.929002, 0.0709984, 3.01554, 3.01554, 3.17114, 3.17114
1.19355, 5.33668, 0, 1.19355, 5.33668, 0, 0.283581, 0.716419, 2.79234, 2.79234, 0.774528, 0.774528
-1.86452, -3.89479, 0, -1.86452, -3.89479, 0, 0.0890776, 0.910922, 2.10481, 2.10481, 5.61345, 5.61345
0.958006, -3.95071, 0, 0.958006, -3.95071, 0, 0.72052, 0.27948, 1.97468, 1.97468, 4.68352, 4.68352
0.0558292, 1.2442, 0, 0.0558292, 1.2442, 0, 0.875046, 0.124954, 2.3007, 2.3007, 1.49921, 1.49921
-0.216612, -0.724399, 0, -0.216612, -0.724399, 0, 0.939024, 0.0609755, 2.21334, 2.21334, 4.63117, 4.63117
-0.220569, 0.144582, 0, -0.220569, 0.144582, 0, 0.979652, 0.0203485, 2.25093, 2.25093, 2.52825, 2.52825
-4.25633, 1.60257, 0, -4.25633, 1.60257, 0, 0.519764, 0.480236, 2.53678, 2.53678, 2.84313, 2.84313
-0.420452, 2.83627, 0, -0.420452, 2.83627, 0, 0.734699, 0.265301, 2.94728, 2.94728, 3.07288, 3.07288
2.73585, 1.11996, 0, 2.73585, 1.11996, 0, 0.590884, 0.409116, 2.3935, 2.3935, 6.27273, 6.27273
0.512713, 0.768529, 0, 0.512713, 0.768529, 0, 0.937801, 0.0621993, 1.98436, 1.98436, 0.982469, 0.982469
-2.51096, 5.58725, 0, -2.51096, 5.58725, 0, 0.036227, 0.963773, 2.25689, 2.25689, 1.48585, 1.48585
0.921762, 0.727142, 0, 0.921762, 0.727142, 0, 0.871024, 0.128976, 2.434, 2.434, 0.590899, 0.590899
0.827117, -1.55691, 0, 0.827117, -1.55691, 0, 0.549034, 0.450966, 2.92084, 2.92084, 5.01806, 5.01806
1.74188, 1.85752, 0, 1.74188, 1.85752, 0, 0.740812, 0.259188, 2.39413, 2.39413, 0.528713, 0.528713
5.52605, -2.60342, 0, 5.52605, -2.60342, 0, 0.191184, 0.808816, 2.75471, 2.75471, 0.0607048, 0.0607048
2.81091, 0.500303, 0, 2.81091, 0.500303, 0, 0.114458, 0.885542, 2.11035, 2.11035, 1.13104, 1.13104
-0.310821, -3.45809, 0, -0.310821, -3.45809, 0, 0.349955, 0.650045, 2.10139, 2.10139, 2.15758, 2.15758
-1.67756, 1.93573, 0, -1.67756, 1.93573, 0, 0.546637, 0.453363, 2.60872, 2.60872, 2.33117, 2.33117
0.667344, -0.365327, 0, 0.667344, -0.365327, 0, 0.891724, 0.108276, 2.63962, 2.63962, 6.18292, 6.18292
-0.0376123, 6.38857, 0, -0.0376123, 6.38857, 0, 0.057064, 0.942936, 2.3267, 2.3267, 2.05128, 2.05128
-1.39869, 0.465499, 0, -1.39869, 0.465499, 0, 0.733876, 0.266124, 2.49896, 2.49896, 5.10234, 5.10234
-2.42053, 1.22158, 0, -2.42053, 1.22158, 0, 0.577549, 0.422451, 1.95006, 1.95006, 0.685171, 0.685171
1.5896, 4.05533, 0, 1.5896, 4.05533, 0, 0.71014, 0.28986, 1.97872, 1.97872, 2.0042, 2.0042
-0.546338, -3.07828, 0, -0.546338, -3.07828, 0, 0.812862, 0.187138, 2.8075, 2.8075, 4.9487, 4.9487
-1.57733, -0.200974, 0, -1.57733, -0.200974, 0, 0.88055, 0.11945, 2.22017, 2.22017, 3.00322, 3.00322
-3.62041, 5.56482, 0, -3.62041, 5.56482, 0, 0.147685, 0.852315, 2.3889, 2.3889, 2.81251, 2.81251
-1.59485, 0.581373, 0, -1.59485, 0.581373, 0, 0.715739, 0.284261, 2.25161, 2.25161, 1.96987, 1.96987
0.132177, -0.542592, 0, 0.132177, -0.542592, 0, 0.954249, 0.0457506, 2.15705, 2.15705, 4.95134, 4.95134
-0.944496, -1.17577, 0, -0.944496, -1.17577, 0, 0.274812, 0.725188, 2.88944, 2.88944, 3.56971, 3.56971
-0.0813835, -0.482257, 0, -0.0813835, -0.482257, 0, 0.383405, 0.616595, 2.45548, 2.45548, 1.31349, 1.31349
-2.99917, -0.300368, 0, -2.99917, -0.300368, 0, 0.837641, 0.162359, 2.06382, 2.06382, 3.20402, 3.20402
-0.284247, -0.343011, 0, -0.284247, -0.343011, 0, 0.911574, 0.0884257, 2.66891, 2.66891, 4.02078, 4.02078
-0.10946, 0.44187, 0, -0.10946, 0.44187, 0, 0.73564, 0.26436, 2.89872, 2.89872, 5.23978, 5.23978
-1.01286, 0.933333, 0, -1.01286, 0.933333, 0, 0.874937, 0.125063, 2.32748, 2.32748, 2.46967, 2.46967
-1.02413, -3.27823, 0, -1.02413, -3.27823, 0, 0.69403, 0.30597, 2.46645, 2.46645, 4.26093, 4.26093
-0.484562, -0.419336, 0, -0.484562, -0.419336, 0, 0.867049, 0.132951, 2.68937, 2.68937, 2.88944, 2.88944
0.200603, 0.417892, 0, 0.200603, 0.417892, 0, 0.799922, 0.200078, 2.8398, 2.8398, 1.70954, 1.70954
4.91849, -3.53617, 0, 4.91849, -3.53617, 0, 0.461515, 0.538485, 2.3374, 2.3374, 2.17175, 2.17175
1.92703, -0.870936, 0, 1.92703, -0.870936, 0, 0.618059, 0.381941, 2.75149, 2.75149, 0.737926, 0.737926
-1.29469, 0.689196, 0, -1.29469, 0.689196, 0, 0.859707, 0.140293, 2.49324, 2.49324, 3.08922, 3.08922
3.80011, -1.16763, 0, 3.80011, -1.16763, 0, 0.601813, 0.398187, 2.13411, 2.13411, 5.39208, 5.39208
-7.77594, -5.05392, 0, -7.77594, -5.05392, 0, 0.224044, 0.775956, 2.75041, 2.75041, 4.85427, 4.85427
-3.74929, 1.88042, 0, -3.74929, 1.88042, 0, 0.638384, 0.361616, 2.02653, 2.02653, 3.25013, 3.25013
-0.0101691, 0.0179573, 0, -0.0101691, 0.0179573, 0, 0.980247, 0.0197533, 2.56437, 2.56437, 1.23448, 1.23448
-1.23004, -0.792355, 0, -1.23004, -0.792355, 0, 0.891272, 0.108728, 2.05321, 2.05321, 3.78487, 3.78487
-1.28855, -0.444411, 0, -1.28855, -0.444411, 0, 0.860127, 0.139873, 2.40318, 2.40318, 3.25556, 3.25556
-2.29564, 1.05562, 0, -2.29564, 1.05562, 0, 0.872182, 0.127818, 2.04117, 2.04117, 2.31523, 2.31523
-2.44392, -1.26522, 0, -2.44392, -1.26522, 0, 0.833517, 0.166483, 2.97998, 2.97998, 1.49458, 1.49458
0.0259298, 0.020687, 0, 0.0259298, 0.020687, 0, 0.954892, 0.0451076, 2.96179, 2.96179, 0.581624, 0.581624
-1.81576, -3.49399, 0, -1.81576, -3.49399, 0, 0.431141, 0.568859, 1.91897, 1.91897, 4.04034, 4.04034
-0.136115, 0.311186, 0, -0.136115, 0.311186, 0, 0.979105, 0.0208949, 1.83595, 1.83595, 1.87737, 1.87737
-0.134068, 0.445812, 0, -0.134068, 0.445812, 0, 0.844597, 0.155403, 2.38944, 2.38944, 4.59289, 4.59289
-1.99647, 0.687047, 8.88178e-017, -1.99647, 0.687047, 8.88178e-017, 0.274611, 0.725389, 2.85501, 2.85501, 2.46283, 2.46283
-1.79442, -2.80582, 0, -1.79442, -2.80582, 0, 0.663393, 0.336607, 1.87332, 1.87332, 0.406918, 0.406918
0.356985, 1.36426, 0, 0.356985, 1.36426, 0, 0.885807, 0.114193, 2.22379, 2.22379, 0.923216, 0.923216
2.76071, -0.640493, 0, 2.76071, -0.640493, 0, 0.345739, 0.654261, 2.90729, 2.90729, 4.71433, 4.71433
1.58019, 0.611065, 0, 1.58019, 0.611065, 0, 0.908737, 0.091263, 1.99893, 1.99893, 6.22861, 6.22861
-2.12953, -1.11316, 0, -2.12953, -1.11316, 0, 0.857898, 0.142102, 2.79734, 2.79734, 3.7754, 3.7754
-0.966597, -0.15457, 0, -0.966597, -0.15457, 0, 0.916451, 0.0835494, 2.23483, 2.23483, 3.40463, 3.40463
-3.7777, -0.660999, 0, -3.7777, -0.660999, 0, 0.580444, 0.419556, 2.03114, 2.03114, 2.80405, 2.80405
-0.725344, 0.061475, 0, -0.725344, 0.061475, 0, 0.965686, 0.0343137, 1.66922, 1.66922, 3.10984, 3.10984
-2.42701, 0.879353, 0, -2.42701, 0.879353, 0, 0.797806, 0.202194, 2.05352, 2.05352, 2.79204, 2.79204
-0.331458, -0.0862702, 0, -0.331458, -0.0862702, 0, 0.976487, 0.0235125, 2.00509, 2.00509, 3.39622, 3.39622
0.227603, -4.03887, 0, 0.227603, -4.03887, 0, 0.533279, 0.466721, 2.49614, 2.49614, 3.17038, 3.17038
0.6509, -1.8734, 0, 0.6509, -1.8734, 0, 0.712528, 0.287472, 2.70154, 2.70154, 1.3006, 1.3006
0.224574, -0.393002, 0, 0.224574, -0.393002, 0, 0.940753, 0.0592467, 2.22359, 2.22359, 5.10557, 5.10557
-0.119513, -0.366112, 0, -0.119513, -0.366112, 0, 0.543567, 0.456433, 2.17981, 2.17981, 4.50617, 4.50617
-2.98854, 0.194497, 0, -2.98854, 0.194497, 0, 0.428637, 0.571363, 2.58998, 2.58998, 6.21125, 6.21125
0.624356, 2.14722, 0, 0.624356, 2.14722, 0, 0.758554, 0.241446, 2.59058, 2.59058, 4.81839, 4.81839
1.30585, -1.90781, 0, 1.30585, -1.90781, 0, 0.351433, 0.648567, 2.3823, 2.3823, 0.769427, 0.769427
0.011211, -0.0108906, 0, 0.011211, -0.0108906, 0, 0.997949, 0.00205081, 2.49789, 2.49789, 5.51228, 5.51228
6.26162, 0.612141, 0, 6.26162, 0.612141, 0, 0.34344, 0.65656, 3.12874, 3.12874, 2.7585, 2.7585
0.760715, 0.301304, 0, 0.760715, 0.301304, 0, 0.928683, 0.0713168, 2.33039, 2.33039, 0.703368, 0.703368
0.414896, 0.520408, 0, 0.414896, 0.520408, 0, 0.951922, 0.0480783, 1.96987, 1.96987, 4.73807, 4.73807
0.110959, 0.0392482, 0, 0.110959, 0.0392482, 0, 0.991482, 0.00851842, 2.07086, 2.07086, 0.36243, 0.36243
-5.3192, -0.560854, 0, -5.3192, -0.560854, 0, 0.612321, 0.387679, 1.97191, 1.97191, 2.86911, 2.86911
-0.0494052, -0.214514, 0, -0.0494052, -0.214514, 0, 0.968924, 0.0310761, 2.46787, 2.46787, 4.62399, 4.62399
-4.95911, -0.757483, 0, -4.95911, -0.757483, 0, 0.687385, 0.312615, 2.48897, 2.48897, 6.12943, 6.12943
-0.433566, -0.536452, 0, -0.433566, -0.536452, 0, 0.868282, 0.131718, 2.39351, 2.39351, 2.00929, 2.00929
-1.73969, -1.15962, 0, -1.73969, -1.15962, 0, 0.626666, 0.373334, 2.05005, 2.05005, 4.0922, 4.0922
-1.07095, 1.73144, 0, -1.07095, 1.73144, 0, 0.630355, 0.369645, 2.73373, 2.73373, 2.52949, 2.52949
5.02573, -1.61861, 0, 5.02573, -1.61861, 0, 0.66628, 0.33372, 1.91328, 1.91328, 5.86333, 5.86333
0.578681, 1.29083, 0, 0.578681, 1.29083, 0, 0.51611, 0.48389, 2.12865, 2.12865, 5.02092, 5.02092
-2.21012, -2.06296, 0, -2.21012, -2.06296, 0, 0.570845, 0.429155, 1.88573, 1.88573, 4.1334, 4.1334
-2.50599, 3.49515, 0, -2.50599, 3.49515, 0, 0.587478, 0.412522, 1.97594, 1.97594, 4.58745, 4.58745
-0.852132, -0.887693, 0, -0.852132, -0.887693, 0, 0.897834, 0.102166, 1.78615, 1.78615, 3.69811, 3.69811
0.321864, 3.20343, 0, 0.321864, 3.20343, 0, 0.623733, 0.376267, 2.68745, 2.68745, 2.02548, 2.02548
-4.42208, -2.44195, 0, -4.42208, -2.44195, 0, 0.68743, 0.31257, 2.12165, 2.12165, 3.50593, 3.50593
3.48462, 1.94598, 0, 3.48462, 1.94598, 0, 0.534413, 0.465587, 2.15975, 2.15975, 2.34708, 2.34708
0.454522, -0.0375867, 0, 0.454522, -0.0375867, 0, 0.858504, 0.141496, 2.7798, 2.7798, 4.49709, 4.49709
-1.43382, 2.70251, 0, -1.43382, 2.70251, 0, 0.0389816, 0.961018, 2.76686, 2.76686, 0.675153, 0.675153
-2.59724, 0.102149, 0, -2.59724, 0.102149, 0, 0.83681, 0.16319, 2.09755, 2.09755, 2.87291, 2.87291
2.06728, 1.36265, 0, 2.06728, 1.36265, 0, 0.870353, 0.129647, 1.89264, 1.89264, 0.511479, 0.511479
-0.179319, -0.0572107, 0, -0.179319, -0.0572107, 0, 0.975188, 0.0248119, 2.51488, 2.51488, 4.33715, 4.33715
-0.800258, 2.11524, 0, -0.800258, 2.11524, 0, 0.594183, 0.405817, 1.98768, 1.98768, 1.98897, 1.98897
1.14885, 0.00825002, 0, 1.14885, 0.00825002, 0, 0.752307, 0.247693, 2.52817, 2.52817, 1.25588, 1.25588
3.12708, 4.25788, 0, 3.12708, 4.25788, 0, 0.304391, 0.695609, 2.09969, 2.09969, 2.61522, 2.61522
-0.751457, 0.81917, 0, -0.751457, 0.81917, 0, 0.872365, 0.127635, 2.29813, 2.29813, 2.08256, 2.08256
0.330485, 0.907554, 0, 0.330485, 0.907554, 0, 0.753512, 0.246488, 2.61976, 2.61976, 1.98189, 1.98189
-1.47322, 1.77536, 0, -1.47322, 1.77536, 0, 0.683642, 0.316358, 2.95194, 2.95194, 3.25598, 3.25598
4.15234, 2.74599, 0, 4.15234, 2.74599, 0, 0.0554235, 0.944576, 2.28562, 2.28562, 0.550027, 0.550027
2.28286, -0.832487, 0, 2.28286, -0.832487, 0, 0.632272, 0.367728, 2.41873, 2.41873, 3.05721, 3.05721
1.05683, 1.52518, 0, 1.05683, 1.52518, 0, 0.832724, 0.167276, 2.41022, 2.41022, 0.827932, 0.827932
-0.260527, 0.0402823, 0, -0.260527, 0.0402823, 0, 0.961789, 0.0382105, 2.55319, 2.55319, 2.98819, 2.98819
-3.22367, 2.45175, 1.11022e-017, -3.22367, 2.45175, 1.11022e-017, 0.434198, 0.565802, 2.53375, 2.53375, 3.69568, 3.69568
0.802088, 0.941854, 0, 0.802088, 0.941854, 0, 0.419314, 0.580686, 2.86922, 2.86922, 4.43412, 4.43412
0.373084, 5.11574, 0, 0.373084, 5.11574, 0, 0.608122, 0.391878, 1.89519, 1.89519, 3.59061, 3.59061
1.69842, 0.291982, 0, 1.69842, 0.291982, 0, 0.720769, 0.279231, 1.96984, 1.96984, 3.62949, 3.62949
2.28052, -1.49138, 0, 2.28052, -1.49138, 0, 0.683891, 0.316109, 2.56043, 2.56043, 5.93509, 5.93509
3.69059, 1.81588, 0, 3.69059, 1.81588, 0, 0.525914, 0.474086, 2.10698, 2.10698, 4.23656, 4.23656
3.12918, -1.13051, 0, 3.12918, -1.13051, 0, 0.614871, 0.385129, 2.09947, 2.09947, 5.6057, 5.6057
-0.192412, -2.7852, 0, -0.192412, -2.7852, 0, 0.0682045, 0.931795, 2.74776, 2.74776, 4.59928, 4.59928
-0.284735, -2.66542, 0, -0.284735, -2.66542, 0, 0.755698, 0.244302, 2.07406, 2.07406, 4.78365, 4.78365
0.274761, 0.169206, 0, 0.274761, 0.169206, 0, 0.965359, 0.0346413, 2.36527, 2.36527, 0.551978, 0.551978
4.24282, -1.72795, 0, 4.24282, -1.72795, 0, 0.629866, 0.370134, 1.95259, 1.95259, 1.05845, 1.05845
-4.04852, 2.21737, 0, -4.04852, 2.21737, 0, 0.308659, 0.691341, 2.61556, 2.61556, 3.83385, 3.83385
0.825466, -0.117224, 0, 0.825466, -0.117224, 0, 0.893238, 0.106762, 2.60322, 2.60322, 0.491497, 0.491497
0.373852, 1.9482, 0, 0.373852, 1.9482, 0, 0.573778, 0.426222, 2.15287, 2.15287, 6.22361, 6.22361
0.331318, 2.79305, 0, 0.331318, 2.79305, 0, 0.387415, 0.612585, 2.70332, 2.70332, 4.75788, 4.75788
-1.14717, -3.68226, 0, -1.14717, -3.68226, 0, 0.554398, 0.445602, 2.50138, 2.50138, 3.46564, 3.46564
-0.751903, 0.209295, 0, -0.751903, 0.209295, 0, 0.96177, 0.0382296, 1.68224, 1.68224, 2.87011, 2.87011
0.255005, 0.223388, 0, 0.255005, 0.223388, 0, 0.769544, 0.230456, 2.72895, 2.72895, 3.75639, 3.75639
-0.0332963, -3.04984, 0, -0.0332963, -3.04984, 0, 0.683841, 0.316159, 2.36529, 2.36529, 5.59037, 5.59037
-0.543963, -0.0420087, 0, -0.543963, -0.0420087, 0, 0.914646, 0.0853537, 2.76886, 2.76886, 2.83581, 2.83581
-0.151074, -0.0116123, 0, -0.151074, -0.0116123, 0, 0.922292, 0.0777082, 2.42864, 2.42864, 2.99239, 2.99239
-0.780832, 0.650999, 0, -0.780832, 0.650999, 0, 0.403749, 0.596251, 2.90281, 2.90281, 4.07326, 4.07326
-2.20037, -0.0760474, 0, -2.20037, -0.0760474, 0, 0.441426, 0.558574, 2.09597, 2.09597, 2.11605, 2.11605
1.34458, -4.18644, 0, 1.34458, -4.18644, 0, 0.620544, 0.379456, 2.41474, 2.41474, 1.8948, 1.8948
3.69992, 1.64481, 0, 3.69992, 1.64481, 0, 0.77693, 0.22307, 1.91183, 1.91183, 0.222572, 0.222572
-3.0583, -2.8432, 0, -3.0583, -2.8432, 0, 0.644447, 0.355553, 2.45454, 2.45454, 2.56978, 2.56978
-0.175997, -0.176562, 0, -0.175997, -0.176562, 0, 0.912913, 0.0870868, 2.9626, 2.9626, 3.83042, 3.83042
-0.866824, 2.10406, 0, -0.866824, 2.10406, 0, 0.0306384, 0.969362, 2.95533, 2.95533, 0.325502, 0.325502
0.104545, -0.611804, 0, 0.104545, -0.611804, 0, 0.93715, 0.06285, 2.36174, 2.36174, 6.04481, 6.04481
0.194429, 2.692, 0, 0.194429, 2.692, 0, 0.487009, 0.512991, 2.63584, 2.63584, 2.81706, 2.81706
-0.215384, 0.0753647, 0, -0.215384, 0.0753647, 0, 0.976071, 0.0239292, 2.79067, 2.79067, 6.27216, 6.27216
0.00754911, -0.0285829, 0, 0.00754911, -0.0285829, 0, 0.976308, 0.0236918, 3.03226, 3.03226, 4.97061, 4.97061
1.33087, 4.27199, 0, 1.33087, 4.27199, 0, 0.6908, 0.3092, 2.40052, 2.40052, 1.69266, 1.69266
0.353938, 0.323937, 0, 0.353938, 0.323937, 0, 0.955849, 0.0441511, 2.53163, 2.53163, 1.29475, 1.29475
0.187078, -0.627582, 0, 0.187078, -0.627582, 0, 0.335517, 0.664483, 2.50499, 2.50499, 1.14183, 1.14183
-0.564142, -0.383444, 0, -0.564142, -0.383444, 0, 0.908247, 0.0917534, 2.45402, 2.45402, 4.20901, 4.20901
-0.541369, 0.0788473, 0, -0.541369, 0.0788473, 0, 0.959141, 0.0408592, 2.74764, 2.74764, 2.80255, 2.80255
-0.156419, -2.77746, 0, -0.156419, -2.77746, 0, 0.553366, 0.446634, 2.06112, 2.06112, 4.10619, 4.10619
2.85392, 2.25511, 0, 2.85392, 2.25511, 0, 0.739256, 0.260744, 2.54921, 2.54921, 0.468076, 0.468076
-4.91241, -2.67576, 0, -4.91241, -2.67576, 0, 0.650476, 0.349524, 2.28137, 2.28137, 4.03269, 4.03269
0.7825, -0.531463, 0, 0.7825, -0.531463, 0, 0.408947, 0.591053, 2.08161, 2.08161, 5.35943, 5.35943
-0.933579, 2.52546, 0, -0.933579, 2.52546, 0, 0.786009, 0.213991, 2.30154, 2.30154, 1.99549, 1.99549
4.15263, 0.0702126, 0, 4.15263, 0.0702126, 0, 0.0539448, 0.946055, 2.27796, 2.27796, 4.20236, 4.20236
-0.261566, 0.650931, 0, -0.261566, 0.650931, 0, 0.938297, 0.0617032, 2.18774, 2.18774, 1.89573, 1.89573
3.40709, -0.482332, 0, 3.40709, -0.482332, 0, 0.650357, 0.349643, 2.61415, 2.61415, 0.480797, 0.480797
0.243339, 3.07485, 0, 0.243339, 3.07485, 0, 0.72612, 0.27388, 2.50839, 2.50839, 2.6201, 2.6201
2.76582, 0.345875, 0, 2.76582, 0.345875, 0, 0.583878, 0.416122, 2.68832, 2.68832, 3.75135, 3.75135
1.26333, -5.87284, 0, 1.26333, -5.87284, 0, 0.38921, 0.61079, 1.63913, 1.63913, 0.237631, 0.237631
-4.34235, 2.56501, 0, -4.34235, 2.56501, 0, 0.369915, 0.630085, 2.31236, 2.31236, 0.877739, 0.877739
2.23955, 4.83002, 0, 2.23955, 4.83002, 0, 0.172335, 0.827665, 2.37848, 2.37848, 0.874992, 0.874992
-1.39775, -1.10055, 0, -1.39775, -1.10055, 0, 0.370431, 0.629569, 2.77625, 2.77625, 2.95886, 2.95886
-0.332973, -2.47181, 0, -0.332973, -2.47181, 0, 0.735385, 0.264615, 1.84699, 1.84699, 2.46331, 2.46331
0.958989, 2.57358, 0, 0.958989, 2.57358, 0, 0.220327, 0.779673, 2.11661, 2.11661, 1.67723, 1.67723
-5.16517, 2.10666, 0, -5.16517, 2.10666, 0, 0.436439, 0.563561, 2.78247, 2.78247, 3.59749, 3.59749
3.7685, 1.03676, 0, 3.7685, 1.03676, 0, 0.657554, 0.342446, 1.8919, 1.8919, 5.67643, 5.67643
0.133049, -2.91168, 0, 0.133049, -2.91168, 0, 0.61992, 0.38008, 2.25225, 2.25225, 5.43696, 5.43696
-0.0627473, 0.463578, 0, -0.0627473, 0.463578, 0, 0.958887, 0.0411132, 2.19831, 2.19831, 1.70409, 1.70409
-0.160315, -1.17508, 0, -0.160315, -1.17508, 0, 0.480289, 0.519711, 2.41792, 2.41792, 5.67182, 5.67182
-0.918118, 3.25326, 0, -0.918118, 3.25326, 0, 0.687673, 0.312327, 1.73813, 1.73813, 1.32713, 1.32713
-0.509541, 1.13143, 0, -0.509541, 1.13143, 0, 0.908247, 0.0917526, 2.73548, 2.73548, 3.30069, 3.30069
0.748516, 2.0981, 0, 0.748516, 2.0981, 0, 0.580381, 0.419619, 1.87748, 1.87748, 3.13613, 3.13613
-3.24601, -4.15071, 0, -3.24601, -4.15071, 0, 0.738225, 0.261775, 1.76154, 1.76154, 4.32006, 4.32006
0.426507, 0.350079, 0, 0.426507, 0.350079, 0, 0.918225, 0.0817745, 2.48934, 2.48934, 0.745695, 0.745695
-0.120917, 0.0516133, 0, -0.120917, 0.0516133, 0, 0.993331, 0.0066691, 1.71807, 1.71807, 2.73816, 2.73816
2.71823, 1.37574, 0, 2.71823, 1.37574, 0, 0.840424, 0.159576, 2.09106, 2.09106, 0.113633, 0.113633
0.737629, -0.905261, 0, 0.737629, -0.905261, 0, 0.866241, 0.133759, 1.72609, 1.72609, 5.54961, 5.54961
1.76414, 4.95933, 0, 1.76414, 4.95933, 0, 0.512371, 0.487629, 2.69743, 2.69743, 4.14738, 4.14738
-0.563514, 0.327697, 0, -0.563514, 0.327697, 0, 0.657322, 0.342678, 2.32449, 2.32449, 1.68268, 1.68268
0.640308, -0.843396, 0, 0.640308, -0.843396, 0, 0.673779, 0.326221, 2.39887, 2.39887, 4.68633, 4.68633
2.76136, -2.73209, 0, 2.76136, -2.73209, 0, 0.729419, 0.270581, 1.90134, 1.90134, 0.756503, 0.756503
2.11539, 2.44718, 0, 2.11539, 2.44718, 0, 0.78363, 0.21637, 2.69512, 2.69512, 1.23587, 1.23587
0.591136, 3.77655, 0, 0.591136, 3.77655, 0, 0.440072, 0.559928, 2.72429, 2.72429, 5.78164, 5.78164
-5.10743, 1.31794, 0, -5.10743, 1.31794, 0, 0.422753, 0.577247, 1.86196, 1.86196, 0.965015, 0.965015
-0.115681, -1.50502, 0, -0.115681, -1.50502, 0, 0.835602, 0.164398, 2.77605, 2.77605, 2.51368, 2.51368
0.744884, 2.09518, 0, 0.744884, 2.09518, 0, 0.79404, 0.20596, 2.35438, 2.35438, 1.10093, 1.10093
0.57432, -0.25833, 0, 0.57432, -0.25833, 0, 0.964816, 0.0351842, 1.86832, 1.86832, 5.76506, 5.76506
0.521363, 7.02297, 0, 0.521363, 7.02297, 0, 0.0728547, 0.927145, 2.52035, 2.52035, 4.77043, 4.77043
0.0775186, 0.0243423, 0, 0.0775186, 0.0243423, 0, 0.986134, 0.0138662, 2.64836, 2.64836, 0.0158109, 0.0158109
-2.20804, 4.38787, 0, -2.20804, 4.38787, 0, 0.59888, 0.40112, 2.17926, 2.17926, 2.07165, 2.07165
0.0577538, -0.0813179, 0, 0.0577538, -0.0813179, 0, 0.978096, 0.0219044, 2.80507, 2.80507, 4.82496, 4.82496
-1.95828, 0.0853042, 0, -1.95828, 0.0853042, 0, 0.865184, 0.134816, 2.79249, 2.79249, 4.87205, 4.87205
1.15238, -2.73977, 0, 1.15238, -2.73977, 0, 0.738827, 0.261173, 2.28383, 2.28383, 4.44592, 4.44592
