X (nm), Y (nm), Z (nm), Corrected X (nm), Corrected Y (nm), Corrected Z (nm), E (keV), DeltaE (keV), Theta (rad), Corrected Theta (rad), Phi (rad), Corrected Phi (rad)
-0.608402, 0.0706659, 0, -0.608402, 0.0706659, 0, 0.953561, 0.0464388, 1.75153, 1.75153, 3.40125, 3.40125
-2.8116, 6.38833, 0, -2.8116, 6.38833, 0, 0.539953, 0.460047, 2.65564, 2.65564, 6.17418, 6.17418
-1.01747, 0.0492507, 0, -1.01747, 0.0492507, 0, 0.720749, 0.279251, 2.93302, 2.93302, 1.66629, 1.66629
1.26301, -0.763483, 0, 1.26301, -0.763483, 0, 0.79698, 0.20302, 2.79259, 2.79259, 0.159793, 0.159793
1.16793, -0.560083, 0, 1.16793, -0.560083, 0, 0.662359, 0.337641, 2.47606, 2.47606, 2.56896, 2.56896
-3.62258, 1.60954, 0, -3.62258, 1.60954, 0, 0.572781, 0.427219, 2.22103, 2.22103, 3.10032, 3.10032
-3.58799, 1.08021, 0, -3.58799, 1.08021, 0, 0.138775, 0.861225, 2.26612, 2.26612, 5.01434, 5.01434
0.195365, -0.850454, 0, 0.195365, -0.850454, 0, 0.713813, 0.286187, 1.86169, 1.86169, 5.67881, 5.67881
0.632569, 1.36116, 0, 0.632569, 1.36116, 0, 0.31628, 0.68372, 2.65983, 2.65983, 1.09589, 1.09589
2.44638, 0.913115, 0, 2.44638, 0.913115, 0, 0.390556, 0.609444, 2.60453, 2.60453, 1.89552, 1.89552
0.101702, -0.243088, 0, 0.101702, -0.243088, 0, 0.874687, 0.125313, 2.50334, 2.50334, 5.58934, 5.58934
0.831177, -2.16983, 0, 0.831177, -2.16983, 0, 0.808349, 0.191651, 2.50783, 2.50783, 4.76798, 4.76798
-0.353822, -0.11775, 1.11022e-017, -0.353822, -0.11775, 1.11022e-017, 0.968157, 0.0318433, 2.28713, 2.28713, 3.58789, 3.58789
1.0285, 1.61944, 4.44089e-017, 1.0285, 1.61944, 4.44089e-017, 0.807673, 0.192327, 2.45837, 2.45837, 5.42742, 5.42742
0.315813, -0.759192, 0, 0.315813, -0.759192, 0, 0.530033, 0.469967, 2.83428, 2.83428, 4.90693, 4.90693
1.29928, 2.00929, 0, 1.29928, 2.00929, 0, 0.810851, 0.189149, 2.10254, 2.10254, 1.04108, 1.04108
2.99222, -4.96891, 0, 2.99222, -4.96891, 0, 0.36858, 0.63142, 2.50207, 2.50207, 0.417436, 0.417436
-2.71667, -0.497349, 0, -2.71667, -0.497349, 0, 0.722094, 0.277906, 2.46604, 2.46604, 3.25553, 3.25553
0.709486, 0.227805, 0, 0.709486, 0.227805, 0, 0.950061, 0.0499392, 1.90459, 1.90459, 0.35403, 0.35403
0.982109, -3.06642, 0, 0.982109, -3.06642, 0, 0.115091, 0.884909, 2.79793, 2.79793, 5.23426, 5.23426
-0.106953, -0.20997, 0, -0.106953, -0.20997, 0, 0.870138, 0.129862, 2.34292, 2.34292, 3.16401, 3.16401
1.18233, -0.871107, 0, 1.18233, -0.871107, 0, 0.684255, 0.315745, 2.2844, 2.2844, 3.79768, 3.79768
0.097393, 0.0789579, 0, 0.097393, 0.0789579, 0, 0.943095, 0.0569053, 2.80664, 2.80664, 0.976478, 0.976478
1.03644, 0.679644, 0, 1.03644, 0.679644, 0, 0.841462, 0.158538, 2.61397, 2.61397, 0.927269, 0.927269
-0.124574, -0.122091, 0, -0.124574, -0.122091, 0, 0.971231, 0.0287695, 2.68001, 2.68001, 4.29782, 4.29782
-3.37017, -2.17372, 0, -3.37017, -2.17372, 0, 0.670043, 0.329957, 1.99658, 1.99658, 4.69417, 4.69417
-0.379404, 0.82149, 0, -0.379404, 0.82149, 0, 0.839322, 0.160678, 2.67099, 2.67099, 1.74258, 1.74258
-0.245138, 1.44592, 0, -0.245138, 1.44592, 0, 0.897509, 0.102491, 1.96539, 1.96539, 1.80466, 1.80466
1.20199, -0.985807, 0, 1.20199, -0.985807, 0, 0.893004, 0.106996, 2.45974, 2.45974, 4.259, 4.259
-1.05154, -5.76425, 0, -1.05154, -5.76425, 0, 0.331814, 0.668186, 2.78909, 2.78909, 0.205772, 0.205772
-0.0759079, 0.455939, 0, -0.0759079, 0.455939, 0, 0.970585, 0.0294149, 1.93498, 1.93498, 1.73577, 1.73577
-2.08412, -1.18195, 0, -2.08412, -1.18195, 0, 0.812146, 0.187854, 2.18723, 2.18723, 3.80979, 3.80979
2.36411, 2.00095, 0, 2.36411, 2.00095, 0, 0.822434, 0.177566, 2.21725, 2.21725, 6.19944, 6.19944
0.243006, -0.183105, 0, 0.243006, -0.183105, 0, 0.981454, 0.0185456, 1.89528, 1.89528, 5.63745, 5.63745
-2.61526, 2.76737, 0, -2.61526, 2.76737, 0, 0.681506, 0.318494, 2.22476, 2.22476, 2.49002, 2.49002
-0.229001, 1.04298, 0, -0.229001, 1.04298, 0, 0.675731, 0.324269, 2.72821, 2.72821, 1.48367, 1.48367
-0.107572, -0.417522, 0, -0.107572, -0.417522, 0, 0.838931, 0.161069, 2.9395, 2.9395, 2.86694, 2.86694
3.55256, -1.39029, 0, 3.55256, -1.39029, 0, 0.297875, 0.702125, 2.32214, 2.32214, 1.23453, 1.23453
-1.04247, 1.29884, 0, -1.04247, 1.29884, 0, 0.400112, 0.599888, 2.07604, 2.07604, 3.83285, 3.83285
-2.38637, -2.33159, 0, -2.38637, -2.33159, 0, 0.473085, 0.526915, 2.27658, 2.27658, 2.99843, 2.99843
0.100216, -0.559807, 0, 0.100216, -0.559807, 0, 0.962804, 0.0371955, 1.96623, 1.96623, 4.90205, 4.90205
-2.05135, 2.75874, 0, -2.05135, 2.75874, 0, 0.404107, 0.595893, 2.86301, 2.86301, 1.32673, 1.32673
-0.496885, 3.58613, 0, -0.496885, 3.58613, 0, 0.755844, 0.244156, 2.51458, 2.51458, 1.34025, 1.34025
-2.43612, -2.19837, 0, -2.43612, -2.19837, 0, 0.330788, 0.669212, 2.63828, 2.63828, 0.226505, 0.226505
0.132232, -1.53617, 0, 0.132232, -1.53617, 0, 0.873088, 0.126912, 2.10174, 2.10174, 4.94573, 4.94573
6.13131, 1.42613, 0, 6.13131, 1.42613, 0, 0.335285, 0.664715, 2.30633, 2.30633, 3.97604, 3.97604
0.15041, 0.0161959, 0, 0.15041, 0.0161959, 0, 0.960273, 0.0397266, 3.06787, 3.06787, 0.266583, 0.266583
-1.36283, 4.8134, 0, -1.36283, 4.8134, 0, 0.505525, 0.494475, 2.38266, 2.38266, 3.80438, 3.80438
-0.862765, -1.63117, 0, -0.862765, -1.63117, 0, 0.625241, 0.374759, 3.01626, 3.01626, 0.591371, 0.591371
0.41795, -1.10682, 0, 0.41795, -1.10682, 0, 0.56945, 0.43055, 1.83666, 1.83666, 0.164656, 0.164656
-0.186508, 1.7847, 0, -0.186508, 1.7847, 0, 0.647485, 0.352515, 2.39631, 2.39631, 3.89945, 3.89945
-0.347976, -4.12342, 0, -0.347976, -4.12342, 0, 0.619537, 0.380463, 2.47098, 2.47098, 4.2491, 4.2491
2.72528, -0.371204, 0, 2.72528, -0.371204, 0, 0.81254, 0.18746, 2.09497, 2.09497, 6.00393, 6.00393
-1.18518, -2.04801, 0, -1.18518, -2.04801, 0, 0.449076, 0.550924, 2.4695, 2.4695, 5.06039, 5.06039
0.0273132, 0.607809, 0, 0.0273132, 0.607809, 0, 0.859471, 0.140529, 2.49607, 2.49607, 1.31883, 1.31883
0.341222, 0.718842, 0, 0.341222, 0.718842, 0, 0.907884, 0.0921162, 2.36321, 2.36321, 1.58959, 1.58959
1.10903, -1.0855, 0, 1.10903, -1.0855, 0, 0.833458, 0.166542, 2.25423, 2.25423, 5.667, 5.667
0.618729, 0.309331, 0, 0.618729, 0.309331, 0, 0.858495, 0.141505, 2.73346, 2.73346, 0.428841, 0.428841
-2.38501, 3.02958, 0, -2.38501, 3.02958, 0, 0.762696, 0.237304, 2.15748, 2.15748, 2.20799, 2.20799
0.503752, -1.9483, 0, 0.503752, -1.9483, 0, 0.692677, 0.307323, 2.39391, 2.39391, 4.36373, 4.36373
-0.324055, 0.0841013, 0, -0.324055, 0.0841013, 0, 0.973539, 0.0264609, 2.07575, 2.07575, 3.00603, 3.00603
-1.10806, 0.10223, 0, -1.10806, 0.10223, 0, 0.811837, 0.188163, 2.26076, 2.26076, 3.01193, 3.01193
-0.220034, 2.17091, 0, -0.220034, 2.17091, 0, 0.743867, 0.256133, 1.9399, 1.9399, 0.56508, 0.56508
-2.3432, -0.628026, 0, -2.3432, -0.628026, 0, 0.546037, 0.453963, 2.87196, 2.87196, 5.90824, 5.90824
-0.0740039, -0.188575, 0, -0.0740039, -0.188575, 0, 0.984259, 0.0157414, 2.23326, 2.23326, 4.33135, 4.33135
-0.170566, 0.212463, 0, -0.170566, 0.212463, 0, 0.984309, 0.0156908, 1.8024, 1.8024, 2.22194, 2.22194
-1.65943, -1.42125, 0, -1.65943, -1.42125, 0, 0.630394, 0.369606, 2.55613, 2.55613, 5.35185, 5.35185
0.20082, -2.07894, 0, 0.20082, -2.07894, 0, 0.668712, 0.331288, 2.11299, 2.11299, 1.54147, 1.54147
-0.503884, -2.52181, 0, -0.503884, -2.52181, 0, 0.213368, 0.786632, 2.08275, 2.08275, 6.11118, 6.11118
0.107364, 0.275944, 4.44089e-017, 0.107364, 0.275944, 4.44089e-017, 0.962602, 0.0373983, 2.4724, 2.4724, 1.19974, 1.19974
-2.3335, -0.483204, 0, -2.3335, -0.483204, 0, 0.766862, 0.233138, 2.44337, 2.44337, 2.85977, 2.85977
-0.743523, 1.40979, 0, -0.743523, 1.40979, 0, 0.596842, 0.403158, 2.26413, 2.26413, 3.63677, 3.63677
-7.93801, -0.836805, 0, -7.93801, -0.836805, 0, 0.475803, 0.524197, 2.513, 2.513, 2.78017, 2.78017
3.74419, -5.2853, 0, 3.74419, -5.2853, 0, 0.482491, 0.517509, 2.39711, 2.39711, 5.67308, 5.67308
0.548915, -0.43656, 0, 0.548915, -0.43656, 0, 0.921693, 0.0783072, 2.38932, 2.38932, 5.61131, 5.61131
-0.956227, -5.57424, 0, -0.956227, -5.57424, 0, 0.601283, 0.398717, 2.10278, 2.10278, 3.96569, 3.96569
-5.65997, -3.12425, 0, -5.65997, -3.12425, 0, 0.396749, 0.603251, 1.78829, 1.78829, 2.97291, 2.97291
-0.442783, 0.00230076, 0, -0.442783, 0.00230076, 0, 0.966425, 0.0335748, 2.16815, 2.16815, 3.05173, 3.05173
1.62271, 2.54111, 0, 1.62271, 2.54111, 0, 0.680684, 0.319316, 1.94624, 1.94624, 3.28374, 3.28374
2.09936, -1.38901, 0, 2.09936, -1.38901, 0, 0.625866, 0.374134, 3.03611, 3.03611, 1.6477, 1.6477
0.74014, 1.2985, 0, 0.74014, 1.2985, 0, 0.655384, 0.344616, 2.64924, 2.64924, 1.62643, 1.62643
0.601561, 0.385863, 0, 0.601561, 0.385863, 0, 0.948316, 0.0516842, 2.7597, 2.7597, 5.80398, 5.80398
1.39896, 0.0312134, 0, 1.39896, 0.0312134, 0, 0.831768, 0.168232, 2.2692, 2.2692, 0.882513, 0.882513
-1.02021, 0.707616, 0, -1.02021, 0.707616, 0, 0.46771, 0.53229, 2.80766, 2.80766, 0.898875, 0.898875
-1.3282, 0.0194058, 0, -1.3282, 0.0194058, 0, 0.783476, 0.216524, 2.03716, 2.03716, 2.26883, 2.26883
0.306159, 0.252606, 0, 0.306159, 0.252606, 0, 0.86283, 0.13717, 2.91442, 2.91442, 2.77608, 2.77608
-0.241569, -5.23753, 0, -0.241569, -5.23753, 0, 0.0197607, 0.980239, 2.0426, 2.0426, 4.70231, 4.70231
-1.12585, -2.15969, 0, -1.12585, -2.15969, 0, 0.663759, 0.336241, 2.96929, 2.96929, 4.14739, 4.14739
-0.386821, 0.223291, 0, -0.386821, 0.223291, 0, 0.962798, 0.0372016, 1.99464, 1.99464, 2.4896, 2.4896
-0.0475673, 0.597471, 0, -0.0475673, 0.597471, 0, 0.945403, 0.0545971, 2.41522, 2.41522, 2.72719, 2.72719
-0.704322, -2.28944, 0, -0.704322, -2.28944, 0, 0.776876, 0.223124, 2.17818, 2.17818, 4.23546, 4.23546
1.48696, -2.22487, 0, 1.48696, -2.22487, 0, 0.480801, 0.519199, 2.88281, 2.88281, 4.21949, 4.21949
0.000483657, 3.82373, 0, 0.000483657, 3.82373, 0, 0.595551, 0.404449, 2.31047, 2.31047, 0.856847, 0.856847
-1.26398, -3.66286, 0, -1.26398, -3.66286, 0, 0.635882, 0.364118, 2.35959, 2.35959, 2.90251, 2.90251
-0.0209473, -0.0731296, 0, -0.0209473, -0.0731296, 0, 0.996102, 0.00389755, 1.72807, 1.72807, 4.43342, 4.43342
0.748872, 1.12816, 0, 0.748872, 1.12816, 0, 0.2389, 0.7611, 1.9811, 1.9811, 2.30016, 2.30016
-3.29463, 2.07531, 0, -3.29463, 2.07531, 0, 0.515832, 0.484168, 2.77153, 2.77153, 5.74404, 5.74404
-0.40011, 1.05208, 0, -0.40011, 1.05208, 0, 0.913379, 0.086621, 2.32694, 2.32694, 2.07202, 2.07202
2.61911, -3.39152, 0, 2.61911, -3.39152, 0, 0.467172, 0.532828, 2.53127, 2.53127, 5.43501, 5.43501
-3.59437, 0.216062, 0, -3.59437, 0.216062, 0, 0.521582, 0.478418, 2.07416, 2.07416, 5.50734, 5.50734
-2.07336, -5.80794, 0, -2.07336, -5.80794, 0, 0.0656152, 0.934385, 2.51445, 2.51445, 4.31935, 4.31935
0.029701, -0.0741826, 0, 0.029701, -0.0741826, 0, 0.995595, 0.00440456, 1.79969, 1.79969, 5.09322, 5.09322
-4.29852, 3.91624, 0, -4.29852, 3.91624, 0, 0.473445, 0.526555, 1.96006, 1.96006, 1.71382, 1.71382
1.01481, -0.683483, 0, 1.01481, -0.683483, 0, 0.823046, 0.176954, 2.20929, 2.20929, 4.62547, 4.62547
0.185972, 0.990312, 2.22045e-017, 0.185972, 0.990312, 2.22045e-017, 0.298386, 0.701614, 2.52243, 2.52243, 4.87318, 4.87318
-0.220574, 0.206201, 0, -0.220574, 0.206201, 0, 0.963362, 0.0366375, 2.52994, 2.52994, 2.43361, 2.43361
-1.85684, 0.484441, 0, -1.85684, 0.484441, 0, 0.436242, 0.563758, 2.33565, 2.33565, 1.49087, 1.49087
-0.591214, 2.74074, 5.55112e-018, -0.591214, 2.74074, 5.55112e-018, 0.391259, 0.608741, 2.42742, 2.42742, 5.94693, 5.94693
0.315946, -5.70969, 2.22045e-017, 0.315946, -5.70969, 2.22045e-017, 0.509029, 0.490971, 1.90606, 1.90606, 0.599467, 0.599467
-1.17018, -5.87491, 0, -1.17018, -5.87491, 0, 0.641171, 0.358829, 2.01716, 2.01716, 4.41488, 4.41488
3.27109, 0.293533, 0, 3.27109, 0.293533, 0, 0.00941557, 0.990584, 2.93517, 2.93517, 3.84303, 3.84303
1.57829, -2.60572, 0, 1.57829, -2.60572, 0, 0.381062, 0.618938, 2.32406, 2.32406, 6.03597, 6.03597
-0.749759, 0.330563, 0, -0.749759, 0.330563, 0, 0.906947, 0.093053, 2.37327, 2.37327, 2.76096, 2.76096
0.209973, -0.0161202, 0, 0.209973, -0.0161202, 0, 0.932129, 0.0678711, 2.42474, 2.42474, 4.05202, 4.05202
1.57705, -0.38446, 0, 1.57705, -0.38446, 0, 0.550981, 0.449019, 2.64588, 2.64588, 5.24185, 5.24185
-0.0215396, -0.0945705, 0, -0.0215396, -0.0945705, 0, 0.99537, 0.00463031, 1.69675, 1.69675, 4.46586, 4.46586
2.63289, -0.134811, 0, 2.63289, -0.134811, 0, 0.83533, 0.16467, 2.16829, 2.16829, 5.28112, 5.28112
-0.844145, -1.95045, 0, -0.844145, -1.95045, 0, 0.594016, 0.405984, 2.90706, 2.90706, 1.91779, 1.91779
-2.43444, 2.94741, 0, -2.43444, 2.94741, 0, 0.609453, 0.390547, 2.18002, 2.18002, 1.61371, 1.61371
-0.847847, -2.55072, 0, -0.847847, -2.55072, 0, 0.829236, 0.170764, 1.80764, 1.80764, 4.59059, 4.59059
2.66152, -3.71364, 0, 2.66152, -3.71364, 0, 0.531594, 0.468406, 2.6384, 2.6384, 3.62467, 3.62467
-0.0129384, -0.473697, 0, -0.0129384, -0.473697, 0, 0.746695, 0.253305, 2.4547, 2.4547, 2.04002, 2.04002
-0.27461, 1.29935, 0, -0.27461, 1.29935, 0, 0.903577, 0.096423, 2.00366, 2.00366, 1.79632, 1.79632
-4.23636, 1.39583, 0, -4.23636, 1.39583, 0, 0.627276, 0.372724, 2.69855, 2.69855, 3.84034, 3.84034
-3.65376, 0.16716, 0, -3.65376, 0.16716, 0, 0.694779, 0.305221, 2.22663, 2.22663, 3.18174, 3.18174
-0.620056, 0.690323, 0, -0.620056, 0.690323, 0, 0.924146, 0.0758543, 2.13118, 2.13118, 2.11355, 2.11355
-0.340588, -3.46645, 0, -0.340588, -3.46645, 0, 0.688415, 0.311585, 2.67024, 2.67024, 0.286729, 0.286729
0.744867, -0.433604, 0, 0.744867, -0.433604, 0, 0.908231, 0.091769, 2.4588, 2.4588, 0.444038, 0.444038
-4.43374, 4.50291, 0, -4.43374, 4.50291, 0, 0.569687, 0.430313, 2.57465, 2.57465, 3.06663, 3.06663
6.05143, -1.41984, 0, 6.05143, -1.41984, 0, 0.489285, 0.510715, 2.48275, 2.48275, 4.46098, 4.46098
0.131211, 0.158957, 0, 0.131211, 0.158957, 0, 0.980862, 0.0191382, 2.29265, 2.29265, 0.808167, 0.808167
-0.902458, 0.211929, 2.22045e-017, -0.902458, 0.211929, 2.22045e-017, 0.879866, 0.120134, 2.30678, 2.30678, 1.9134, 1.9134
1.73898, 1.15954, 0, 1.73898, 1.15954, 0, 0.787403, 0.212597, 2.49326, 2.49326, 2.64462, 2.64462
1.37755, 1.92641, 0, 1.37755, 1.92641, 0, 0.540617, 0.459383, 2.27961, 2.27961, 2.05519, 2.05519
4.53359, -4.79927, 0, 4.53359, -4.79927, 0, 0.543306, 0.456694, 2.2348, 2.2348, 4.63534, 4.63534
3.25285, -2.91175, 0, 3.25285, -2.91175, 0, 0.316733, 0.683267, 2.45625, 2.45625, 4.22575, 4.22575
-0.787793, -4.24095, 0, -0.787793, -4.24095, 0, 0.663956, 0.336044, 2.65714, 2.65714, 4.65429, 4.65429
-0.119791, 0.124853, 0, -0.119791, 0.124853, 0, 0.967555, 0.0324449, 2.82109, 2.82109, 1.89274, 1.89274
1.73556, 0.878571, 0, 1.73556, 0.878571, 0, 0.72152, 0.27848, 2.44013, 2.44013, 6.22568, 6.22568
-1.22232, 0.514865, 0, -1.22232, 0.514865, 0, 0.920982, 0.079018, 1.91769, 1.91769, 2.80626, 2.80626
-0.119387, -0.347498, 0, -0.119387, -0.347498, 0, 0.967334, 0.0326664, 2.22455, 2.22455, 4.38146, 4.38146
-2.3676, 0.818402, 0, -2.3676, 0.818402, 0, 0.83903, 0.16097, 2.35255, 2.35255, 2.80108, 2.80108
3.26562, -0.402078, 0, 3.26562, -0.402078, 0, 0.636007, 0.363993, 2.49113, 2.49113, 5.08237, 5.08237
-2.86143, 0.242589, 0, -2.86143, 0.242589, 0, 0.799965, 0.200035, 1.73082, 1.73082, 2.91127, 2.91127
-2.14556, 2.30768, 0, -2.14556, 2.30768, 0, 0.802371, 0.197629, 1.88307, 1.88307, 1.88957, 1.88957
-4.93474, -3.26202, 0, -4.93474, -3.26202, 0, 0.140684, 0.859316, 2.96555, 2.96555, 0.278222, 0.278222
0.62723, -3.91388, 0, 0.62723, -3.91388, 0, 0.515952, 0.484048, 2.73119, 2.73119, 3.2317, 3.2317
-6.6651, -0.0863124, 0, -6.6651, -0.0863124, 0, 0.628889, 0.371111, 2.17429, 2.17429, 3.50482, 3.50482
3.35208, 2.88012, 0, 3.35208, 2.88012, 0, 0.544664, 0.455336, 2.41371, 2.41371, 0.343312, 0.343312
-2.75379, 1.67949, 0, -2.75379, 1.67949, 0, 0.548382, 0.451618, 2.37989, 2.37989, 3.27222, 3.27222
0.138495, -0.0299844, 0, 0.138495, -0.0299844, 0, 0.988796, 0.0112043, 2.13006, 2.13006, 6.06997, 6.06997
-2.2231, 2.26261, 5.55112e-018, -2.2231, 2.26261, 5.55112e-018, 0.0227066, 0.977293, 2.2611, 2.2611, 4.8318, 4.8318
-3.74177, -0.439582, 0, -3.74177, -0.439582, 0, 0.717908, 0.282092, 2.06859, 2.06859, 3.09621, 3.09621
0.798738, 1.02631, 0, 0.798738, 1.02631, 0, 0.888033, 0.111967, 2.18508, 2.18508, 0.714918, 0.714918
-0.00960673, 0.0105881, 0, -0.00960673, 0.0105881, 0, 0.977732, 0.0222677, 2.97543, 2.97543, 2.28098, 2.28098
-0.370187, -1.65238, 0, -0.370187, -1.65238, 0, 0.840185, 0.159815, 2.3439, 2.3439, 4.86206, 4.86206
-1.69222, 0.704454, 0, -1.69222, 0.704454, 0, 0.533086, 0.466914, 2.15116, 2.15116, 3.58571, 3.58571
0.735173, -2.44577, 0, 0.735173, -2.44577, 0, 0.70586, 0.29414, 2.02548, 2.02548, 5.2335, 5.2335
-4.1155, -3.18446, 0, -4.1155, -3.18446, 0, 0.388625, 0.611375, 2.39728, 2.39728, 2.98335, 2.98335
0.158254, 0.22683, 0, 0.158254, 0.22683, 0, 0.967397, 0.032603, 2.42874, 2.42874, 0.961629, 0.961629
1.03382, 0.932067, 0, 1.03382, 0.932067, 0, 0.815313, 0.184687, 1.76559, 1.76559, 3.12994, 3.12994
-1.3633, -1.48295, 0, -1.3633, -1.48295, 0, 0.818504, 0.181496, 2.13364, 2.13364, 3.53906, 3.53906
0.322991, -1.79929, 0, 0.322991, -1.79929, 0, 0.798544, 0.201456, 2.19048, 2.19048, 6.01577, 6.01577
-0.395527, 0.179146, 0, -0.395527, 0.179146, 0, 0.961315, 0.0386853, 2.32014, 2.32014, 1.11041, 1.11041
-0.453499, 0.188681, 0, -0.453499, 0.188681, 0, 0.946503, 0.0534965, 2.49508, 2.49508, 2.8944, 2.8944
-3.23563, -0.762676, 0, -3.23563, -0.762676, 0, 0.553862, 0.446138, 1.89975, 1.89975, 3.35463, 3.35463
3.83504, 2.12609, 0, 3.83504, 2.12609, 0, 0.609169, 0.390831, 2.99735, 2.99735, 0.177211, 0.177211
-0.312695, -0.566994, 0, -0.312695, -0.566994, 0, 0.917868, 0.0821319, 2.47888, 2.47888, 4.15241, 4.15241
1.71526, -0.730421, 0, 1.71526, -0.730421, 0, 0.716125, 0.283875, 2.3112, 2.3112, 6.18634, 6.18634
0.461262, 0.0417476, 0, 0.461262, 0.0417476, 0, 0.877411, 0.122589, 2.98324, 2.98324, 5.97137, 5.97137
3.15695, -0.129519, 0, 3.15695, -0.129519, 0, 0.334009, 0.665991, 1.75343, 1.75343, 3.40623, 3.40623
-0.447032, -0.524565, 8.88178e-017, -0.447032, -0.524565, 8.88178e-017, 0.908512, 0.0914877, 2.31436, 2.31436, 3.87937, 3.87937
-2.35958, -0.967922, 0, -2.35958, -0.967922, 0, 0.758744, 0.241256, 2.97469, 2.97469, 3.61666, 3.61666
-0.0707728, -0.0813449, 0, -0.0707728, -0.0813449, 0, 0.9914, 0.00860019, 2.13765, 2.13765, 3.99638, 3.99638
0.233826, 2.16386, 0, 0.233826, 2.16386, 0, 0.694139, 0.305861, 2.18607, 2.18607, 2.71294, 2.71294
-1.52699, 2.31295, 0, -1.52699, 2.31295, 0, 0.620255, 0.379745, 2.67378, 2.67378, 5.52014, 5.52014
-0.910097, 0.418745, 0, -0.910097, 0.418745, 0, 0.911737, 0.0882629, 2.45885, 2.45885, 2.57759, 2.57759
0.667484, -0.393257, 0, 0.667484, -0.393257, 0, 0.691152, 0.308848, 2.58808, 2.58808, 2.06853, 2.06853
0.481854, 4.88912, 0, 0.481854, 4.88912, 0, 0.531039, 0.468961, 2.53541, 2.53541, 0.968476, 0.968476
-0.557287, -0.902659, 1.77636e-016, -0.557287, -0.902659, 1.77636e-016, 0.816017, 0.183983, 2.49664, 2.49664, 4.34612, 4.34612
0.710643, 0.102352, 0, 0.710643, 0.102352, 0, 0.963441, 0.0365594, 1.77238, 1.77238, 0.0825853, 0.0825853
-2.81078, 6.20025, 8.88178e-017, -2.81078, 6.20025, 8.88178e-017, 0.360093, 0.639907, 2.307, 2.307, 2.97871, 2.97871
1.03859, -1.48535, 0, 1.03859, -1.48535, 0, 0.256353, 0.743647, 2.95373, 2.95373, 2.53538, 2.53538
0.333284, 0.144861, 0, 0.333284, 0.144861, 0, 0.980396, 0.0196039, 2.37027, 2.37027, 0.247668, 0.247668
0.74597, -0.325555, 0, 0.74597, -0.325555, 0, 0.918581, 0.0814189, 2.16792, 2.16792, 5.5038, 5.5038
-0.218578, 0.315823, 0, -0.218578, 0.315823, 0, 0.972096, 0.0279043, 2.04761, 2.04761, 2.14355, 2.14355
-0.128474, 2.72961, 0, -0.128474, 2.72961, 0, 0.106691, 0.893309, 1.80046, 1.80046, 4.8427, 4.8427
1.06451, 1.01713, 0, 1.06451, 1.01713, 0, 0.509362, 0.490638, 2.8333, 2.8333, 2.28378, 2.28378
-1.27373, 0.87585, 0, -1.27373, 0.87585, 0, 0.849016, 0.150984, 2.06949, 2.06949, 2.90785, 2.90785
-2.60629, 1.44351, 0, -2.60629, 1.44351, 0, 0.822681, 0.177319, 2.79, 2.79, 5.16229, 5.16229
0.234102, -0.0574582, 0, 0.234102, -0.0574582, 0, 0.340014, 0.659986, 2.60785, 2.60785, 3.5237, 3.5237
-3.25895, 6.03196, 0, -3.25895, 6.03196, 0, 0.199548, 0.800452, 1.78362, 1.78362, 0.942256, 0.942256
-0.604468, 0.475281, 0, -0.604468, 0.475281, 0, 0.909332, 0.090668, 2.42088, 2.42088, 2.36819, 2.36819
0.780822, 0.456008, 0, 0.780822, 0.456008, 0, 0.893879, 0.106121, 2.56717, 2.56717, 4.29763, 4.29763
0.941037, 0.125174, 0, 0.941037, 0.125174, 0, 0.859226, 0.140774, 2.1819, 2.1819, 5.47444, 5.47444
-2.27906, -2.84595, 0, -2.27906, -2.84595, 0, 0.791125, 0.208875, 1.84971, 1.84971, 3.74185, 3.74185
-0.218108, 0.179097, 0, -0.218108, 0.179097, 0, 0.976657, 0.0233431, 2.11743, 2.11743, 2.14629, 2.14629
-2.10718, 2.45278, 0, -2.10718, 2.45278, 0, 0.248409, 0.751591, 2.22202, 2.22202, 2.33291, 2.33291
0.363921, -0.105204, 0, 0.363921, -0.105204, 0, 0.9632, 0.0368005, 2.29263, 2.29263, 6.00177, 6.00177
1.53737, -2.77453, 0, 1.53737, -2.77453, 0, 0.653927, 0.346073, 2.97154, 2.97154, 4.00194, 4.00194
0.386967, -2.31014, 0, 0.386967, -2.31014, 0, 0.844089, 0.155911, 2.08531, 2.08531, 4.54056, 4.54056
5.5953, -2.86746, 0, 5.5953, -2.86746, 0, 0.511567, 0.488433, 2.08126, 2.08126, 5.99663, 5.99663
-2.06018, 4.18566, 0, -2.06018, 4.18566, 0, 0.149686, 0.850314, 2.20542, 2.20542, 5.12006, 5.12006
0.370605, 0.126205, 0, 0.370605, 0.126205, 0, 0.941221, 0.0587792, 2.53911, 2.53911, 0.373068, 0.373068
-0.780097, 0.583466, 0, -0.780097, 0.583466, 0, 0.646218, 0.353782, 2.52038, 2.52038, 4.87993, 4.87993
-2.40018, -2.28867, 0, -2.40018, -2.28867, 0, 0.728599, 0.271401, 2.32302, 2.32302, 4.25667, 4.25667
-0.0992015, 0.00936494, 0, -0.0992015, 0.00936494, 0, 0.991998, 0.00800189, 2.14342, 2.14342, 3.04747, 3.04747
3.7963, 1.05821, 0, 3.7963, 1.05821, 0, 0.72015, 0.27985, 2.58507, 2.58507, 0.302929, 0.302929
